Taxa	ko00010	ko00053	ko00071	ko00072	ko00260	ko00280	ko00310	ko00311	ko00312	ko00360	ko00361	ko00362	ko00363	ko00364	ko00380	ko00410	ko00561	ko00562	ko00564	ko00591	ko00592	ko00620	ko00625	ko00627	ko00640	ko00642	ko00643	ko00650	ko00680	ko00785	ko00791	ko00903	ko00906	ko00930	ko00945	ko00982	ko02010	ko03030	ko03410	ko03430	ko03450	ko04070	ko05150
Mitsuokella	-0.0024877207993973076	-0.0002474180285471378	0.0005760341555538305	0.00223949303912038	-0.0028496708826137194	-0.003572131525971364	-4.30507369671963e-05	-0.005502756895272717	-0.007539727031753239	-0.0013461340156808198	0.00033774810151489525	0.0020762871104714727	0.004093418819572127	-0.001682127698447832	-0.0015348015087220295	-0.0010460834246972933	0.004591538788681658	0.011160532431704239	-0.004855961183554399	0.005064017253014495	-0.0015815410235693963	-0.00899629945835829	0.004866532681137777	-0.001558913520231362	-0.002401079504309711	-0.0035270114745835773	0.00012307922292817072	0.0013972820699459318	-0.002915664018591663	-0.0028687445633599003	0.009738823454576299	-0.0035037991649962534	0.0012375399936966783	-0.0019583361884986357	-0.0027801239240439245	0.0007564243909127491	0.0017078591734167336	-0.001711997802257887	0.00335062491277752	-0.00019667484014692773	-0.003669389303738435	-0.004725009568808819	0.0010596239386232368
Odoribacter	0.0014522538573794993	0.007828756274192397	0.02781230557407972	-0.007129732865902589	0.00013684466233461847	0.0073590219007216365	0.01782138564096196	-0.008972322402137268	-0.0176271399960044	0.0032260611816780664	-0.0023348614428512797	0.015626652772460562	0.0072092215307103715	0.0006951546900252547	0.002416509392271838	0.004124998357033965	-0.022180486438097606	0.0006253828059749596	0.002493433906601944	0.00526307630325469	0.012164059955491437	-0.009978459061498225	-0.0015975107326847118	0.004788978375462271	-0.007785345656456396	-0.006938096356518803	-0.008834263142207963	0.024435904201237212	0.004226529718930486	0.00010773930515825119	0.052212041758052975	0.003522333024589232	-0.010367580142758712	-0.0015854547269300522	-0.0035059134645129253	-0.0030870572347306735	0.0015636369553218023	-0.002741121845725678	-0.002115604084462422	0.01665838595150211	-0.006796078408132752	0.004142992395473752	-0.012151374158391372
Olsenella	-0.019794431955885115	-0.006014867229269194	-0.00763932403451749	-0.003220123148992934	-0.012448590688320627	-0.006426570828771631	-0.0062060538876919724	-0.0049446717930625725	-0.006346137476945757	-0.006158999477171927	-0.0022952745582837364	-0.006860542050843303	-0.005313864476750999	-0.0029576800983485713	-0.006299442947194495	-0.007198560062934792	-0.013760491045869754	-0.007845985565998496	-0.012094378041633335	-0.005577612095182249	-0.002907161835428855	-0.01143021808282063	-0.007352903927652108	-0.0075880410249640875	-0.009285553626277941	-0.005843923864091166	-0.002828168006678172	-0.012144986274745244	-0.012675000676989321	-0.004234267155459597	-0.003419452109809724	-0.00675388238799144	-0.002966137296415273	-0.0023327471433346025	-0.001574253438001281	-0.003751262178639485	-0.009298914199819491	-0.01972223087664545	-0.01734494848817237	-0.020584685139064685	-0.002915214167630663	-0.00733819380122758	-0.001876913164558577
Parabacteroides	0.0955104216792824	0.07113043395249685	-0.033405032661551405	-0.08911749970239309	0.10165628550839319	0.07591077518950798	0.0280054715767309	-0.10056251788183049	-0.10353261386670252	0.00019447057043804942	-0.05356370894055398	-0.04886033720296903	-0.059906022684331296	-0.025187875067636107	-0.05333909835572936	0.006269347917903948	0.04943331237198811	0.010068969074850366	0.018320990118242765	0.04906780846617984	0.29094160385944007	0.07746528017032159	-0.18166083939824212	0.09483748962673022	0.02170697331655449	0.09910877951627971	-0.06260760263058553	-0.09599059259504818	0.06316496797125809	0.13311481306172013	-0.07645167598500813	0.02787002145237534	-0.06181770932817478	-0.028727752279704134	-0.05499796875949368	-0.09041590453111242	-0.06255249588786367	0.14503716809586908	0.15141636961844795	0.07194232496690019	-0.1080718799737166	0.08296286377954287	-0.07091688970131259
Paraprevotella	0.009940806536062961	0.006981417004062604	0.004464230966720129	0.00633088752936803	0.007103191659203902	0.006259631137146454	0.004825101407630161	0.0002159284612775025	-0.003515405319789912	-0.0013244511993608715	0.0061212569815444606	-0.0006278569862604354	-0.01730473181225943	0.0035769899163501017	0.005584314874501074	0.0041165411589672565	0.003617476502839632	0.009545477511540728	0.009609356348001988	-0.02060519834288603	0.0035716366899142663	0.006151352010835005	-0.005163704225970941	-0.0034644821910053084	0.003029476311723345	-0.02677391460081543	0.006947768152180191	0.005032302760264364	0.0078544427640652	0.009342054906978882	0.0038977336515393923	-0.007753046357456978	0.00536262832092284	0.0034225110963444884	0.004435530475408667	0.004357571303868272	0.012645985290005149	0.004851417688848353	0.006377717014407592	0.005157406312517011	0.00589898562171693	0.0024793085864267027	0.004381818270665889
Phascolarctobacterium	-0.04994960631992182	-0.022281927829801935	-0.02048616777860681	0.020974975832823747	-0.0172465660830028	-0.0009243087695560073	0.002048261395601497	-0.00179553512571462	0.0011842776399148948	-0.002941215553176161	-0.013884784866392608	-0.0035797340072121738	0.0017156865801380454	-0.009792850554991768	0.0020183463066953417	-0.002867934831630108	0.0018721447443720315	-0.018439525846464907	-0.014353124701884292	0.003778883027644566	-0.01690252006803399	-0.020076533493524954	0.016682138082242635	-0.015135505493246444	-0.009524559441854466	-0.023637913581528537	0.04692543824953824	-0.012790207508100077	-0.03382618313123473	-0.013895941170225287	-0.007902981682756544	-0.02542332706062078	-0.008744517875489504	-0.01071940857935274	-0.008275683203940726	-0.013787976939586525	0.009635177793163086	-0.011717088040646997	0.010972404759816212	-0.01664097671931162	-0.011862254945760016	-0.017447874388047974	-0.007965331025950418
Prevotella	1.4428188632639722	0.8216205709281837	1.0183743599187627	0.755259546834346	0.9468004628889167	1.1192211836079418	0.9817600455163782	0.7069424046667779	0.7956047901519326	1.0530170225442026	0.6389845446166971	1.2156633365976357	0.8897743860568742	0.3049092062877519	0.9711531896474659	0.9711340709816235	1.4779830830935907	1.1982037660846026	1.2307269109222199	0.9413620346810658	0.5400370816550304	1.3178181919261	1.3651251937607538	0.932141754429229	1.08530961876431	0.7389300019353311	0.7788422637029606	1.3159921569052302	1.212707680828612	0.7924870080965668	0.7336420038888372	0.8538433502791447	0.568947113544129	0.3808996950675481	0.5486256811874389	0.9675874460051405	1.287437642230605	0.799140663690448	1.183874573453843	0.7596070414766878	0.8242490500932769	1.0449749469443066	0.6840339244185029
Pseudoflavonifractor	-0.005733755363743537	-0.001085895234745335	-0.003924589753910784	-0.0006047346468653016	-0.00054665888780087	-0.0010724896761076948	0.0009838690367917175	-0.005829888514108128	-0.006020940217242614	-0.0013561207070149047	0.015272665051253752	0.004735761006776591	0.0016338137052369947	-0.00207556734893388	-0.0012999343219866515	-0.0018766882390780788	0.0013464039262574134	-0.002737747963518218	0.010865520171483851	2.2357592761440216e-05	-0.00021624335695019696	-0.0015394349736202859	0.012207605528515719	0.0008028939951835055	-0.0028835896450727268	0.0023611777240694783	-0.004276373205408712	0.00595823099327995	0.00031970907797899685	-0.001678169009991082	0.014390282391262478	0.00892751724642218	0.2326354761178867	-0.001680418264796054	-0.0015393450034280837	-0.004795231303820101	0.005613330261485235	0.004114921695507679	0.002004535882192801	0.008780775862945676	-0.00186818605591528	-0.0011423965154462826	-0.0030369888227719517
Pyramidobacter	-0.051384360974918636	-0.010776944517263987	-0.015674741840190912	-0.00393687068514594	-0.043466354270064865	-0.019872571067809926	-0.010349136253357927	-0.013964768367257487	-0.019091449859138555	-0.017645673855597385	-0.003310408236864586	-0.011146362126432914	-0.016680113752918165	-0.001937508089004577	-0.006262150302528025	-0.010692507491885259	-0.02160184314697	-0.01724841047194289	-0.039823236262448526	-0.017491689871648865	-0.003470285268402141	-0.03911903956810728	-0.015408115175609275	-0.016067461729139348	-0.02149122479566138	-0.013325665106972185	-0.003701238751776866	-0.022255026742334434	-0.04446362886549423	-0.012712068396175282	-0.0030880918919409606	-0.006993922860778259	-0.004266206573690228	-0.0021911340608134432	-0.004020812874467566	-0.0054149010025904285	-0.013265385078198884	-0.06123303803416984	-0.0573582917667373	-0.07968273051235322	-0.007654888877767917	-0.023340697051599274	-0.005354665958913231
Roseburia	0.011439664953001513	0.46547352012350907	0.35013897632491625	-0.24592933676191656	0.5611862397799512	0.4586348858144666	0.24621616173464692	0.6537716405406528	0.4892523270260216	0.342285388277677	0.2484480522925265	0.14779911804108883	0.3349763898038179	0.15025471948187102	0.18827081446381125	0.13834176633280693	-0.42917720536545234	0.5802345939170265	-0.8015325212500574	0.6162639671148289	0.30589091603993074	0.24263827211637484	0.6213595639053056	0.4709451473322813	0.31686530014397524	0.479735909886561	0.3049376818535828	0.24956953073828647	0.4186109710383181	0.5617255660970877	0.2977169891233669	0.24459148000391792	0.20600038552363434	0.18953404094738094	0.24226053226442745	0.18822407494896398	-0.5317311234814143	0.4834555025575466	0.47760883460259307	0.1374298284646783	0.3647234143909441	0.4718578499470435	0.2624143051679553
Ruminococcus	-0.07365324312685172	-0.0668375962019157	-0.01948830837692816	-0.06809335515953265	-0.09145263105582103	-0.13100019864937193	-0.01006402071427942	-0.10789859738354146	-0.09728386912281213	-0.08823183313038659	0.05988267541945571	0.03639163817669195	-0.061301145469664434	-0.025006180264490308	-0.02826440578987948	0.045776698835541925	0.046464251044326395	-0.08479429701194494	0.039995304255029035	-0.08467585125391495	-0.03808384253666606	0.016702651286064	0.0712946295532599	-0.09332378612807884	0.019938204323019064	-0.07896760243965982	0.14805872703067888	-0.07497877396851897	0.011333635081495035	-0.12343060151380864	0.11707816612340903	0.0012365953066785862	-0.045838643312870894	-0.03127030991124672	-0.020518871943471132	-0.09935358840925312	0.017913470132677592	-0.10805667501123495	-0.016977555208327923	-0.003951670781762667	-0.09264554583418702	-0.062251770520438676	-0.05033368907041922
Shigella	0.03389869910614709	0.06835031002845293	0.11558295149925442	0.029776759735647897	0.04055716810531153	0.04610063651255428	0.14085202466535016	0.02529822350836813	0.01105909103999992	0.02521302173635572	0.1282430621094349	0.03863000658840983	-0.025823019639464647	0.13312767879920456	0.11536630327643937	0.1171414601536209	0.02668889276918743	0.02117655404844551	0.09511090904082288	-0.024449534685355347	0.17435683427005016	0.044724812333447835	0.02137520823282083	0.08702501795732585	0.07029492576264118	0.0834359720352211	0.0005498528296239332	0.08106948606981183	0.005185926863444077	0.03057304092170476	-0.013794139897752163	0.11194455692672856	-0.017805235991462238	0.14569561494747713	0.05155656392278742	0.08756187009417708	0.06128333137160907	0.016564502055942492	0.057426264246943616	0.02386549318269579	-0.02463532313224618	0.027146886032576218	-0.034068292918442135
Streptococcus	-0.03740852627402065	0.03212763587271057	-0.001428141845870172	-0.039865612222974224	0.0437247936471564	0.03459191943704006	0.05325996957169033	-0.0038772204477180295	0.00046384132588173294	0.06177069990275082	0.011573450628801359	-0.012288848612071381	0.047417440245578237	0.00497040326803148	0.007319390031057996	0.06838346404427818	-0.013821625791468945	0.02776160737077561	0.06529244812109075	0.03950442688639151	0.012568880835290641	0.005512293735645801	-0.029840368661532547	-0.010600692910746225	0.011104930852925285	0.08044887168402344	-0.007447102718884416	-0.014135486806955009	0.053466316207498615	0.024249620918289253	-0.025417568968320026	0.03527492815111849	0.011207047021071104	-0.001973091300019277	0.02042665249646721	-0.012461456425805081	-0.01107542062988403	0.03181152560241955	-0.022871232588705114	0.046298301024815386	0.03349468795807767	-0.01202735024844512	0.11934190612932698
Subdoligranulum	0.12843276425968633	0.031014839550497764	0.061133306076117305	0.017253178892129434	0.07430764131981082	0.043586959312707556	0.04344093769076867	0.03218467697456474	0.03832671707050715	0.04543503703066637	0.014891191436330165	0.03663370297880324	0.04544416900517458	0.013408842549660113	0.03220231113223571	0.039205231012233874	0.057742374517234615	0.043165628902639835	0.10765963655306099	0.03975512882695391	0.016341510934577377	0.07148748066023837	0.04060431248602377	0.044602317916768934	0.061983434422205254	0.03655628362841603	0.020093537859850557	0.07655473684017208	0.09402739801617081	0.02588937265621138	0.02150939877448558	0.03425871483023122	0.013192824118190415	0.013234120436409737	0.013892162422152927	0.01852040904925177	0.04204689454774188	0.12289730319954932	0.11656731537210323	0.12568336515627837	0.01740392394915878	0.042938364197145286	0.016392029197497097
Sutterella	0.021707962988668693	0.003854278048707296	-0.005474236344345653	0.004594417834832028	0.009534681088476856	0.010965926905977893	0.003163846793772486	0.016383077163373297	0.021537424489355552	-0.011301020886822914	-0.01050820355316569	-0.0007002829909806018	-0.015773664066513652	0.0007126988775040527	-0.007133331673590546	0.012323936987028978	-0.0006782402938918529	0.006119052711835581	0.00830649799476887	-0.015722201116575848	0.0019801989452029843	0.011736971453122969	-0.011266382362826314	-0.01713954653938214	0.001400251086288501	-0.0030149911107793027	-0.013932918919219056	-0.05685918212551357	0.01339795615640405	0.014809048650852514	-0.019205352122462428	-0.005944915404834498	0.005436988684775276	0.0020162320071786654	0.005114580501030305	-0.00801638911002332	-0.012283315445251144	0.015635334896007748	-0.0031841800572094546	0.01371771021947914	0.009056849397708186	-0.01757779134558327	0.00787716023759544
Veillonella	-0.0385728305312674	0.004215058519425115	-0.020702995941806322	0.019120690171603213	-0.022608834523156845	0.016261752359193003	-0.0009598020103784894	-0.0027233977178624798	0.002125815701276999	-0.014970005324696454	-0.007057396831374626	0.017701500359856834	-0.012256594298168054	-0.00443359611627639	-0.00034647521015818307	0.00011331745707458867	0.004866532681137778	-0.038487223893390106	-0.032164748576992655	-0.01470576287020811	-0.00955564414325921	-0.027215668244512332	-0.01126935137916888	-0.027540910489311562	-0.0033425725805757063	-0.021695682057433517	-0.01510217153703673	-0.005032752611225357	-0.030609838730314157	-0.023283296068976347	-0.021357214194381035	-0.019898932334124216	-0.012543779151667132	-0.003862375366005202	-0.005739333515659877	-0.012174811393459202	0.01107470086834643	-0.010512882003160034	-0.013093856906771568	-0.014646787409221696	-0.013391523287661813	-0.01665559687554395	-0.008539025956507077
